scenario,scenario_desc,algorithm,metric,value,unit
s3,"64-way x 1MiB, background 80%",DCQCN,bg_recovery90_ms,0.0,mixed
s3,"64-way x 1MiB, background 80%",DCQCN,bg_recovery95_ms,0.0,mixed
s3,"64-way x 1MiB, background 80%",DCTCP,bg_service_debt_bytes,2089804000.0,mixed
s3,"64-way x 1MiB, background 80%",DCTCP,bg_recovery90_ms,0.0,mixed
s3,"64-way x 1MiB, background 80%",DCTCP,bg_recovery95_ms,0.0,mixed
s3,"64-way x 1MiB, background 80%",TIMELY,bg_service_debt_bytes,2104289000.0,mixed
s3,"64-way x 1MiB, background 80%",TIMELY,bg_recovery90_ms,0.0,mixed
s3,"64-way x 1MiB, background 80%",TIMELY,bg_recovery95_ms,0.0,mixed
s3,"64-way x 1MiB, background 80%",HPCC,bg_service_debt_bytes,2217741000.0,mixed
s3,"64-way x 1MiB, background 80%",HPCC,bg_recovery90_ms,159.9999999999935,mixed
s3,"64-way x 1MiB, background 80%",HPCC,bg_recovery95_ms,161.99999999999326,mixed
s3,"64-way x 1MiB, background 80%",CBAP-SBA,bg_service_debt_bytes,2143331000.0,mixed
s3,"64-way x 1MiB, background 80%",CBAP-SBA,bg_recovery90_ms,189.99999999999017,mixed
s3,"64-way x 1MiB, background 80%",CBAP-SBA,bg_recovery95_ms,189.99999999999017,mixed
s6,"dual bottleneck, 30+30-way x 256KiB, two background flows",DCQCN,bg_service_debt_bytes,5134718000.0,mixed
s6,"dual bottleneck, 30+30-way x 256KiB, two background flows",DCQCN,bg_recovery90_ms,0.0,mixed
s6,"dual bottleneck, 30+30-way x 256KiB, two background flows",DCQCN,bg_recovery95_ms,0.0,mixed
s6,"dual bottleneck, 30+30-way x 256KiB, two background flows",DCTCP,bg_service_debt_bytes,5134718000.0,mixed
s6,"dual bottleneck, 30+30-way x 256KiB, two background flows",DCTCP,bg_recovery90_ms,0.0,mixed
s6,"dual bottleneck, 30+30-way x 256KiB, two background flows",DCTCP,bg_recovery95_ms,0.0,mixed
s6,"dual bottleneck, 30+30-way x 256KiB, two background flows",TIMELY,bg_service_debt_bytes,5156446000.0,mixed
s6,"dual bottleneck, 30+30-way x 256KiB, two background flows",TIMELY,bg_recovery90_ms,0.0,mixed
s6,"dual bottleneck, 30+30-way x 256KiB, two background flows",TIMELY,bg_recovery95_ms,0.0,mixed
s6,"dual bottleneck, 30+30-way x 256KiB, two background flows",HPCC,bg_service_debt_bytes,5258138000.0,mixed
s6,"dual bottleneck, 30+30-way x 256KiB, two background flows",HPCC,bg_recovery90_ms,107.9999999999992,mixed
s6,"dual bottleneck, 30+30-way x 256KiB, two background flows",HPCC,bg_recovery95_ms,107.9999999999992,mixed
s6,"dual bottleneck, 30+30-way x 256KiB, two background flows",CBAP-SBA,bg_service_debt_bytes,5154934000.0,mixed
s6,"dual bottleneck, 30+30-way x 256KiB, two background flows",CBAP-SBA,bg_recovery90_ms,111.99999999999876,mixed
s6,"dual bottleneck, 30+30-way x 256KiB, two background flows",CBAP-SBA,bg_recovery95_ms,111.99999999999876,mixed
s4,"64-way x 1MiB, background 95%",DCQCN,bg_service_debt_bytes,0.0,mixed
s4,"64-way x 1MiB, background 95%",DCQCN,bg_recovery90_ms,0.0,mixed
s4,"64-way x 1MiB, background 95%",DCQCN,bg_recovery95_ms,0.0,mixed
s4,"64-way x 1MiB, background 95%",DCTCP,bg_service_debt_bytes,0.0,mixed
s4,"64-way x 1MiB, background 95%",DCTCP,bg_recovery90_ms,0.0,mixed
s4,"64-way x 1MiB, background 95%",DCTCP,bg_recovery95_ms,0.0,mixed
s4,"64-way x 1MiB, background 95%",TIMELY,bg_service_debt_bytes,0.0,mixed
s4,"64-way x 1MiB, background 95%",TIMELY,bg_recovery90_ms,0.0,mixed
s4,"64-way x 1MiB, background 95%",TIMELY,bg_recovery95_ms,0.0,mixed
s4,"64-way x 1MiB, background 95%",HPCC,bg_service_debt_bytes,0.0,mixed
s4,"64-way x 1MiB, background 95%",HPCC,bg_recovery90_ms,161.99999999999326,mixed
s4,"64-way x 1MiB, background 95%",HPCC,bg_recovery95_ms,161.99999999999326,mixed
s4,"64-way x 1MiB, background 95%",CBAP-SBA,bg_service_debt_bytes,0.0,mixed
s4,"64-way x 1MiB, background 95%",CBAP-SBA,bg_recovery90_ms,189.99999999999017,mixed
s4,"64-way x 1MiB, background 95%",CBAP-SBA,bg_recovery95_ms,189.99999999999017,mixed
s5,"64-way x 4MiB, background 80%",DCQCN,bg_service_debt_bytes,0.0,mixed
s5,"64-way x 4MiB, background 80%",DCQCN,bg_recovery90_ms,0.0,mixed
s5,"64-way x 4MiB, background 80%",DCQCN,bg_recovery95_ms,0.0,mixed
s5,"64-way x 4MiB, background 80%",DCTCP,bg_service_debt_bytes,0.0,mixed
s5,"64-way x 4MiB, background 80%",DCTCP,bg_recovery90_ms,0.0,mixed
s5,"64-way x 4MiB, background 80%",DCTCP,bg_recovery95_ms,0.0,mixed
s5,"64-way x 4MiB, background 80%",TIMELY,bg_service_debt_bytes,0.0,mixed
s5,"64-way x 4MiB, background 80%",TIMELY,bg_recovery90_ms,0.0,mixed
s5,"64-way x 4MiB, background 80%",TIMELY,bg_recovery95_ms,0.0,mixed
s5,"64-way x 4MiB, background 80%",HPCC,bg_service_debt_bytes,0.0,mixed
s5,"64-way x 4MiB, background 80%",HPCC,bg_recovery90_ms,341.99999999997345,mixed
s5,"64-way x 4MiB, background 80%",HPCC,bg_recovery95_ms,341.99999999997345,mixed
s5,"64-way x 4MiB, background 80%",CBAP-SBA,bg_service_debt_bytes,0.0,mixed
s5,"64-way x 4MiB, background 80%",CBAP-SBA,bg_recovery90_ms,451.99999999996135,mixed
s5,"64-way x 4MiB, background 80%",CBAP-SBA,bg_recovery95_ms,451.99999999996135,mixed
